issueDate,lastUpdated,report.enhancedWeatherDescription,report.gustSpeedKph,report.gustSpeedMph,report.localDate,report.lowermaxTemperatureC,report.lowermaxTemperatureF,report.lowerminTemperatureC,report.lowerminTemperatureF,report.maxTempC,report.maxTempF,report.minTempC,report.minTempF,report.mostLikelyHighTemperatureC,report.mostLikelyHighTemperatureF,report.mostLikelyLowTemperatureC,report.mostLikelyLowTemperatureF,report.pollenIndex,report.pollenIndexBand,report.pollenIndexIconText,report.pollenIndexText,report.pollutionIndex,report.pollutionIndexBand,report.pollutionIndexIconText,report.pollutionIndexText,report.precipitationProbabilityInPercent,report.precipitationProbabilityText,report.sunrise,report.sunset,report.uppermaxTemperatureC,report.uppermaxTemperatureF,report.upperminTemperatureC,report.upperminTemperatureF,report.uvIndex,report.uvIndexBand,report.uvIndexIconText,report.uvIndexText,report.weatherType,report.weatherTypeText,report.windDescription,report.windDirection,report.windDirectionAbbreviation,report.windDirectionFull,report.windSpeedKph,report.windSpeedMph,location_id,location_name
2023-08-23T22:50:00+01:00,2023-08-24T01:32:35.014+01:00,Light rain showers and light winds,8,5,2023-08-23,,,,,24,75,17,63,28,82,15,60,6.0,HIGH,H,High,3.0,LOW,L,Low,24,Low chance of precipitation,05:58,20:07,,,,,0,LOW,L,Low,9,Light Rain Showers,Light winds from the south east,SE,SE,South Easterly,6,4,2643743,Greater London
2023-08-23T22:50:00+01:00,2023-08-24T01:32:35.014+01:00,Light rain showers and a gentle breeze,24,15,2023-08-24,,,,,24,75,14,57,28,82,13,55,6.0,HIGH,H,High,3.0,LOW,L,Low,59,Chance of precipitation,06:00,20:05,,,,,5,MODERATE,M,Moderate,10,Light Rain Showers,A gentle breeze from the south west,SW,SW,South Westerly,14,9,2643743,Greater London
2023-08-23T22:50:00+01:00,2023-08-24T01:32:35.014+01:00,Sunny intervals and a gentle breeze,34,21,2023-08-25,,,,,21,69,12,53,22,72,11,52,6.0,HIGH,H,High,2.0,LOW,L,Low,23,Low chance of precipitation,06:01,20:03,,,,,4,MODERATE,M,Moderate,3,Sunny Intervals,A gentle breeze from the west,W,W,Westerly,19,12,2643743,Greater London
2023-08-23T22:50:00+01:00,2023-08-24T01:32:35.014+01:00,Light rain showers and a gentle breeze,26,16,2023-08-26,,,,,20,67,11,52,21,71,10,50,6.0,HIGH,H,High,3.0,LOW,L,Low,39,Chance of precipitation,06:03,20:01,,,,,3,MODERATE,M,Moderate,10,Light Rain Showers,A gentle breeze from the west,W,W,Westerly,18,11,2643743,Greater London
2023-08-23T22:50:00+01:00,2023-08-24T01:32:35.014+01:00,Drizzle and a gentle breeze,25,16,2023-08-27,,,,,20,68,12,53,21,70,10,50,6.0,HIGH,H,High,2.0,LOW,L,Low,42,Chance of precipitation,06:04,19:59,,,,,3,MODERATE,M,Moderate,11,Drizzle,A gentle breeze from the west,W,W,Westerly,18,11,2643743,Greater London
2023-08-23T22:50:00+01:00,2023-08-24T01:32:35.014+01:00,Drizzle and a gentle breeze,23,14,2023-08-28,,,,,21,69,13,55,22,71,10,50,,,,,,,,,39,Chance of precipitation,06:06,19:57,,,,,3,MODERATE,M,Moderate,11,Drizzle,A gentle breeze from the west,W,W,Westerly,15,9,2643743,Greater London
2023-08-23T22:50:00+01:00,2023-08-24T01:32:35.014+01:00,Drizzle and a gentle breeze,29,18,2023-08-29,,,,,20,67,11,51,22,71,9,48,,,,,,,,,39,Chance of precipitation,06:08,19:54,,,,,4,MODERATE,M,Moderate,11,Drizzle,A gentle breeze from the west,W,W,Westerly,17,11,2643743,Greater London
2023-08-23T22:50:00+01:00,2023-08-24T01:32:35.014+01:00,Light rain showers and a gentle breeze,27,17,2023-08-30,,,,,20,67,11,53,23,73,9,48,,,,,,,,,34,Chance of precipitation,06:09,19:52,,,,,5,MODERATE,M,Moderate,10,Light Rain Showers,A gentle breeze from the west,W,W,Westerly,17,11,2643743,Greater London
2023-08-24T01:32:35+01:00,2023-08-24T01:32:35.014+01:00,Light rain and a gentle breeze,26,16,2023-08-31,,,,,20,69,13,55,22,72,10,50,,,,,,,,,32,Chance of precipitation,06:11,19:50,,,,,3,MODERATE,M,Moderate,12,Light Rain,A gentle breeze from the west,W,W,Westerly,14,9,2643743,Greater London
2023-08-24T01:32:35+01:00,2023-08-24T01:32:35.014+01:00,Drizzle and a gentle breeze,20,13,2023-09-01,,,,,20,69,12,53,23,73,9,48,,,,,,,,,37,Chance of precipitation,06:12,19:48,,,,,5,MODERATE,M,Moderate,11,Drizzle,A gentle breeze from the south west,SW,SW,South Westerly,14,9,2643743,Greater London
